horizon,MAE,RMSE,R2,target
1,2.357755156070138,3.260707613486684,0.9005500330468347,pm2_5
2,8.660824209019758,10.39287314894302,-0.016006906219291128,pm2_5
3,8.52503752777542,10.730047707525173,-0.09276862994706403,pm2_5
1,2.3252984641254812,3.413351619058856,0.9606770904177948,pm10
2,12.437414491810081,17.04572725421645,0.0032940729976742578,pm10
3,14.45512031149749,21.205460485222673,-0.5737714824759736,pm10
1,7.62939453125e-05,7.62939453125e-05,0.0,aqicn_AQI
2,7.62939453125e-05,7.62939453125e-05,0.0,aqicn_AQI
3,7.62939453125e-05,7.62939453125e-05,0.0,aqicn_AQI
